gene_id,SRR6825925,SRR6825926,SRR6825928,SRR6825930,SRR6825932,SRR6825933,SRR6825934,SRR6825935,SRR6825938,SRR6825939,SRR6825940,SRR6825941
gene-LOC121915049,6,0,4,7,0,10,15,17,6,9,37,4
gene-LOC121915040,10,0,0,0,13,0,0,0,85,0,10,0
gene-LOC121915041,54,68,88,116,20,78,76,196,60,54,118,81
gene-LOC121915043,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121915045,4,14,99,39,36,39,6,8,22,33,79,65
gene-LOC121915046,1199,2517,42797,5351,24004,48580,9262,8525,2048,31577,54076,45523
gene-LOC121915047,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZNF365,44,171,130,517,71,130,105,424,40,123,64,183
gene-ZNF366,0,14,59,35,27,29,0,42,37,100,18,43
gene-ZNF367,66,289,96,111,148,162,80,152,96,187,115,125
gene-ZNF362,169,132,264,132,330,300,364,406,133,334,92,110
gene-LOC121922464,248,300,655,427,463,750,468,512,220,667,567,358
gene-LOC121922465,40,51,26,38,17,33,21,34,36,4,73,14
gene-LOC121922463,379,955,682,280,572,442,842,551,730,611,690,507
gene-TSACC,37,30,25,38,33,84,106,45,94,90,86,21
gene-LOC121922469,25,10,142,51,121,81,30,42,25,85,469,193
gene-SAC3D1,89,168,247,139,156,284,173,274,149,220,209,166
gene-RNF122,9,14,73,31,29,7,22,116,42,42,78,27
gene-RNF123,983,1927,2345,1481,1096,1392,5367,1702,5019,956,1120,1328
gene-RNF121,416,637,553,709,662,678,1124,1462,1322,554,1152,592
gene-PRKRA,370,948,623,1396,540,690,990,2482,678,828,468,574
gene-RNF125,329,718,322,1004,507,425,645,1412,517,420,702,639
gene-RNF128,3562,5347,2870,11147,3907,2740,8729,9284,3546,3652,4128,2108
gene-LOC121923736,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121923733,0,0,0,0,0,0,0,0,0,0,4,0
gene-LOC121923739,0,4,12,0,0,0,0,0,28,0,6,0
gene-JCHAIN,17,129,478,48,67,4,19,127,40,32,64,30
gene-SAPCD2,31,32,67,17,66,180,109,92,124,68,164,90
gene-GPBP1,1809,2763,8927,4028,5169,3859,3986,5696,2028,6147,15678,6989
gene-LOC121918447,1,0,0,2,2,6,9,11,2,6,2,1
gene-LOC121918446,59,127,6,71,64,50,34,91,41,85,1477,48
gene-LOC121918445,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121931254,102,96,90,23,63,214,122,163,141,172,167,45
gene-LOC121918443,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918442,1602,2330,1514,1326,1495,1448,2966,1716,3787,1650,1805,1560
gene-LOC121918440,49,125,159,355,97,150,190,275,13,149,53,88
gene-LOC121918449,0,0,0,2,0,1,0,0,0,2,2,0
gene-LOC121918448,35,92,157,60,90,173,29,71,136,83,225,188
gene-C6H7orf31,26,0,111,0,25,41,12,28,24,27,138,47
gene-LMO4,876,895,1414,965,1392,1141,1148,2060,928,798,2222,732
gene-LMO7,1287,1191,1986,2085,2618,1688,2667,3085,1241,2800,3769,2500
gene-TRNAL-AAG,0,0,0,0,0,0,0,1,0,0,0,0
gene-LMO1,0,0,0,0,0,0,0,0,0,0,0,0
gene-LMO3,0,0,0,0,0,0,0,4,0,0,0,0
gene-LMO2,874,1571,1394,1716,834,857,1423,2138,929,763,1237,1374
gene-SKIL,139,211,606,776,297,495,456,683,172,507,1276,601
gene-SPTB,490,652,672,558,264,299,357,575,604,256,398,451
gene-CAPZA2,1005,2099,1439,3049,1165,1438,2595,4379,1017,1743,1104,1092
gene-CAPZA3,0,0,0,0,0,0,0,0,0,0,0,0
gene-CAPZA1,1361,2318,1786,1921,1653,2151,3081,4535,1628,1905,1508,1367
gene-LOC121918188,272,244,264,83,181,264,344,174,772,120,211,204
gene-MMACHC,44,87,165,66,70,181,124,346,36,171,50,161
gene-ZAR1L,775,550,220,440,399,793,1251,498,833,369,659,256
gene-UBASH3A,8,0,84,28,4,0,8,24,50,0,34,7
gene-S100A13,422,592,411,148,423,332,512,629,446,309,265,190
gene-S100A10,2954,3535,1890,958,2702,3460,3097,2187,2996,2011,3572,1462
gene-S100A11,373,1192,1046,282,376,364,347,1592,860,216,2486,611
gene-S100A16,134,183,145,136,120,85,194,386,123,148,227,133
gene-LOC121933188,1615,666,389,52,442,415,672,327,462,978,467,156
gene-LOC121933187,9756,5624,6720,5074,4053,5881,8328,8315,2910,10212,3862,4575
gene-LOC121933180,1139,1037,1638,3353,1599,1984,3098,4264,2261,1913,2514,2032
gene-MANBA,766,1127,1540,1742,947,1979,2090,3576,2796,751,1217,1282
gene-MOK,35,66,103,119,133,133,138,116,82,199,161,138
gene-LOC121932851,0,0,0,0,0,0,0,0,0,0,0,0
gene-MOS,0,0,12,4,12,10,4,0,0,24,20,74
gene-LOC121932856,19,18,5,28,20,21,10,63,7,12,8,6
gene-LOC121932858,1,0,0,1,1,1,1,1,1,1,1,1
gene-VAPB,3904,5412,5944,4602,4943,7715,8189,6043,6299,6342,5053,4034
gene-LOC121933451,0,4,4,0,0,3,0,14,0,0,0,0
gene-VAPA,2240,3463,3140,3044,2678,3046,5626,5017,2297,2481,2584,3434
gene-LOC121933459,143,332,534,265,540,565,355,736,273,514,570,458
gene-LOC121933458,23,32,15,25,0,37,18,46,17,28,8,12
gene-PMM2,27,94,137,97,98,125,165,203,36,151,43,107
gene-PMM1,1008,271,706,685,726,732,1234,3330,910,585,425,419
gene-TIMM50,610,628,758,806,753,877,1012,1180,1079,811,1144,961
gene-LOC121916052,0,0,8,0,0,0,0,0,0,0,0,0
gene-LOC121932582,16,39,151,29,0,22,0,33,32,19,43,67
gene-LOC121932583,96,129,304,53,148,141,127,147,150,269,248,97
gene-LOC121932580,0,0,0,0,0,0,0,0,0,0,0,0
gene-LRRC55,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121932589,0,14,71,18,53,49,0,71,26,47,10,11
gene-PLN,84,358,171,252,102,99,75,296,93,152,264,400
gene-PMFBP1,206,286,185,118,137,215,336,431,589,81,230,158
gene-PLG,51521,114925,74953,108276,74151,125596,138957,75502,41195,127905,58397,56734
gene-PROKR1,0,0,0,11,0,0,0,0,0,0,0,0
gene-LOC121919273,0,7,11,0,0,9,0,0,5,10,94,7
gene-GABRB1,0,0,0,0,0,0,0,0,0,0,0,0
gene-IL11RA,63,117,346,266,265,420,162,471,128,448,257,259
gene-GABRB3,0,0,0,0,0,0,4,0,4,4,0,0
gene-GABRB2,0,0,0,30,0,17,22,0,0,14,0,12
gene-GNRH1,0,0,19,4,46,6,4,6,0,13,19,47
gene-OBSL1,0,0,0,0,0,0,0,8,0,8,0,0
gene-LOC121935234,36166,27213,26052,11493,21327,21041,31057,24782,17419,27330,19350,19453
gene-NGF,0,15,16,9,23,31,4,93,0,13,24,21
gene-NGB,0,0,0,0,0,0,0,0,0,0,0,0
gene-PAK1,0,39,11,8,29,16,33,59,114,26,35,30
gene-PAK3,8,0,12,0,0,4,0,0,0,0,11,0
gene-PAK2,516,1215,1580,2582,974,1330,1699,2008,865,1316,1391,1218
gene-PAK5,17,18,0,16,24,65,11,17,0,5,13,38
gene-LOC121932327,2,2,0,0,0,1,0,0,0,0,0,0
gene-PAK6,0,0,0,0,0,0,0,0,0,0,12,0
gene-LOC121932328,1,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121932329,0,0,0,0,0,0,0,2,0,0,0,1
gene-DMBT1,0,0,0,0,0,0,0,9,0,0,0,0
gene-DHH,32,50,8,10,23,16,67,105,120,24,35,13
gene-NCEH1,1010,717,788,4971,442,1213,715,3410,319,1601,634,480
gene-CDK5RAP3,3000,4097,2735,3312,4100,3835,4581,5048,4872,3037,3616,3845
gene-CDK5RAP2,236,471,350,335,325,287,782,1402,292,788,310,403
gene-CDK5RAP1,374,373,571,520,216,645,549,550,468,572,384,433
gene-CCDC68,13,21,12,7,0,0,14,38,29,0,25,82
gene-CCDC69,49,25,48,25,0,4,8,76,112,8,31,17
gene-CEP192,527,478,645,370,682,365,415,1221,548,536,600,427
gene-CCDC60,0,37,50,20,67,18,12,40,60,19,166,68
gene-CCDC61,296,307,620,256,350,479,412,570,515,549,371,360
gene-CCDC62,121,171,353,183,170,250,190,413,176,284,158,124
gene-CCDC63,178,18,0,25,341,16,43,28,130,55,9,13
gene-CCDC65,11,36,12,8,5,21,0,14,0,0,15,0
gene-CCDC66,361,371,536,824,393,530,491,870,367,595,653,600
gene-CAMK2N1,0,0,0,0,8,0,0,0,0,8,4,8
gene-CAMK2N2,0,0,44,0,0,0,0,0,8,0,23,0
gene-UBE2D3,3159,3366,4753,4194,3962,3897,5959,7675,5025,4647,10110,5754
gene-UBE2D2,2125,2706,2909,3953,2403,2636,4774,5016,2379,2835,3053,2900
gene-UBE2D1,138,230,327,642,370,274,485,680,203,490,309,304
gene-CASQ2,0,0,0,4,0,0,0,0,0,0,0,0
gene-CASQ1,22,6,15,4,5,4,0,18,0,8,2,11
gene-GARNL3,56,44,53,34,15,49,98,79,52,66,20,35
gene-PITRM1,772,1147,1580,1987,1213,1917,1796,2671,823,1833,838,1119
gene-OXR1,244,532,367,891,537,576,654,1642,210,611,149,520
gene-LOC121920116,2,0,0,1,0,0,0,0,0,0,0,0
gene-LOC121922583,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920114,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920115,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920112,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920113,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920110,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920111,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121914562,81,79,74,93,18,36,137,32,288,25,95,47
gene-LOC121920118,0,0,0,0,0,3,0,3,0,1,0,0
gene-LOC121920119,0,0,1,0,2,0,0,0,0,1,1,0
gene-LOC121935313,218,156,481,212,567,535,299,331,292,358,210,170
gene-LOC121935310,6,8,41,11,0,0,17,32,8,0,46,16
gene-LOC121935311,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935319,0,4,0,0,0,0,0,3,0,3,11,0
gene-LOC121929430,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121929437,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121921649,7,0,0,0,0,8,0,0,4,0,0,9
gene-LOC121921648,0,4,0,8,0,0,0,0,0,0,0,0
gene-LOC121918235,11,68,107,100,174,172,27,151,19,159,86,57
gene-LOC121921641,154,349,52,6,77,73,27,76,33,37,42,44
gene-LOC121921643,48,0,0,39,0,0,0,21,0,4,20,7
gene-LOC121921642,379,82,0,150,39,10,0,352,0,81,41,47
gene-LOC121921644,10,0,0,0,0,0,0,8,0,0,0,0
gene-LOC121921646,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918237,12,8,4,0,0,5,0,15,0,0,0,0
gene-TMEM86A,41,232,339,3342,459,576,253,1239,73,315,737,1267
gene-LINGO4,4,0,20,0,23,10,0,8,0,8,7,11
gene-LOC121930367,0,58,13,0,28,0,18,0,49,186,11,0
gene-LOC121930369,880,1160,1766,1807,1567,1399,1369,2527,1948,1372,1726,1779
gene-LOC121921987,435,564,327,603,388,352,665,818,214,356,660,401
gene-IMPA2,50,131,357,352,202,248,150,407,109,263,94,154
gene-IMPA1,295,857,512,1033,484,649,985,1712,322,897,375,448
gene-LOC121931941,15,24,247,84,86,105,24,170,0,84,131,65
gene-LOC121931947,93,6,2,0,0,2,0,0,4,10,12,0
gene-LOC121931946,0,35,64,113,83,37,17,212,61,19,51,92
gene-LOC121921396,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121931949,73,74,0,0,0,36,0,4,0,14,0,0
gene-LOC121921394,128,348,323,741,274,1183,584,516,25,900,299,318
gene-ATIC,91618,70284,101235,111242,67778,99118,70382,166693,50676,72162,57124,95846
gene-TRNAE-CUC-8,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121930090,29,17,6,58,71,8,9,29,80,7,0,5
gene-LOC121930091,577,426,328,441,377,477,615,966,445,320,385,426
gene-LOC121930098,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917398,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121926011,224,359,543,465,515,546,798,891,469,485,456,750
gene-LOC121926010,165,249,180,141,199,160,361,374,557,175,342,185
gene-LOC121926013,90,113,122,73,108,139,226,211,109,163,142,167
gene-LOC121917399,0,0,0,0,0,0,0,0,0,0,0,0
gene-MELK,0,0,8,12,0,0,0,0,21,0,19,0
gene-LOC121926016,0,0,10,9,9,8,16,7,0,12,5,49
gene-LOC121917394,18,16,15,28,16,23,9,57,20,24,15,11
gene-LOC121917395,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121927944,4,6,14,30,6,12,0,8,0,0,0,8
gene-PTP4A1,1967,5603,4968,6449,3250,5948,5267,13579,1016,5137,8734,6009
gene-PTP4A2,14792,26206,14325,24123,18520,19557,22910,52947,17188,21600,19094,17542
gene-PTP4A3,1212,991,1747,1486,829,1103,1022,2743,1373,1385,538,981
gene-LOC121927942,52,69,33,70,278,31,103,70,169,28,35,70
gene-LOC121917393,0,0,0,0,2,0,12,2,0,12,0,3
gene-LOC121917390,149,84,267,88,115,86,58,314,182,118,376,86
gene-LOC121917391,632,810,632,1140,766,1153,845,2356,363,824,805,1200
gene-LOC121934090,0,4,0,0,7,0,0,4,6,0,0,4
gene-NINL,183,326,268,187,405,430,553,896,390,519,311,279
gene-LOC121933848,0,0,0,4,0,0,0,5,0,0,0,10
gene-LOC121933849,0,0,0,0,0,0,0,0,0,0,0,0
gene-OTUB1,1067,1126,1267,1842,1231,1664,1948,3133,1489,1349,1330,1579
gene-LOC121933840,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933841,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933843,0,0,0,0,2,0,7,0,0,7,0,4
gene-LOC121933844,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933845,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933847,0,3,0,0,0,0,0,12,0,0,0,0
gene-LOC121919832,56,93,480,154,92,249,23,150,38,112,356,290
gene-MAP10,155,499,94,47,118,151,145,704,279,137,114,128
gene-PRRG3,705,670,487,376,608,371,734,964,785,413,572,446
gene-PRRG2,225,204,282,24,54,239,272,301,137,377,258,107
gene-PRRG1,309,408,547,817,731,890,879,1533,318,616,709,502
gene-PRRG4,0,4,6,4,0,0,0,0,0,0,0,6
gene-LOC121922667,0,0,0,0,0,0,0,10,0,0,0,0
gene-MARVELD2,2576,3304,946,6162,2342,2399,5675,9089,4683,2125,2136,2414
gene-LOC121929392,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121929391,28,35,81,39,111,40,51,58,8,32,28,23
gene-LOC121922661,569,272,404,317,274,188,370,353,544,158,548,354
gene-MAP1S,708,689,1248,949,972,1137,940,2481,1047,977,1292,1102
gene-LOC121927058,19,3,6,20,0,0,0,16,71,0,0,0
gene-LOC121927059,80,101,62,199,50,92,95,115,118,54,67,111
gene-FAM171B,128,320,583,212,80,169,424,164,348,228,37,158
gene-MAP1A,19,14,17,28,13,11,0,62,40,46,51,44
gene-LOC121927051,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917976,34,49,131,97,80,153,112,164,15,95,86,111
gene-LOC121923538,17,37,85,101,61,77,74,60,51,86,31,65
gene-LOC121917974,207,307,372,528,202,348,642,174,170,378,250,245
gene-LOC121917975,0,4,0,0,3,0,0,2,0,4,4,0
gene-LOC121917972,42,64,130,19,91,191,129,116,44,174,53,58
gene-LOC121917973,84,110,241,215,216,242,224,382,66,249,147,216
gene-LOC121917970,4,0,5,7,5,22,3,0,0,20,10,13
gene-LOC121923531,882,1311,927,2280,1072,1263,1014,2714,1280,1024,988,1055
gene-LOC121923530,0,0,0,0,0,0,0,0,0,0,0,0
gene-SLC37A3,146,179,362,762,373,517,575,1155,82,571,435,417
gene-SLC37A2,83,10,29,39,0,20,16,25,53,0,33,0
gene-SLC37A4,7558,7174,7950,5881,5893,9678,16496,6690,7198,11949,7296,4587
gene-LOC121917978,17,23,10,0,25,28,55,11,0,36,8,13
gene-LOC121917979,0,0,0,0,0,0,0,0,0,0,0,0
gene-ATP5PB,13493,15443,11403,14943,10421,13947,24920,20979,20111,14945,13105,12224
gene-IDH2,22093,24471,23206,25032,23944,31721,51470,29665,48663,29537,44168,34063
gene-EGLN1,1371,1735,2198,4380,1731,1917,3190,3911,1228,2507,1123,1669
gene-EGLN2,821,2336,1611,1729,955,1009,3000,4782,2476,1688,2071,4310
gene-EGLN3,95,239,105,1383,223,57,136,4231,271,202,212,479
gene-IDH1,19237,43447,29215,45744,18072,63898,46735,71019,20570,70876,33958,38856
gene-NUP62CL,1338,1462,1356,1080,1221,1192,2212,2015,2083,1162,1736,1585
gene-RPL37A,22648,26520,18555,30403,21065,22385,33640,41295,42292,16747,25068,23033
gene-SREK1IP1,884,533,655,361,896,641,728,700,1186,687,1252,509
gene-LIAS,767,894,478,580,522,702,893,957,723,824,355,394
gene-RBSN,373,532,414,802,446,486,927,1152,473,569,515,412
gene-NUP210L,30,9,19,0,0,10,13,26,4,4,0,12
gene-LOC121924089,0,0,0,2,0,10,3,0,0,0,0,0
gene-DIS3L2,245,423,385,274,275,393,334,490,375,366,592,342
gene-UHRF1BP1,493,876,1134,1908,768,833,1718,2099,703,1344,1017,1044
gene-LOC121924080,0,0,0,0,0,0,0,10,4,1,0,0
gene-LOC121924083,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924086,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121919680,0,0,259,0,90,10,19,123,0,381,0,123
gene-SLC22A18,518,1470,1296,624,929,1220,1348,2082,267,1587,497,877
gene-CHGA,0,0,4,0,2,0,0,26,0,0,0,0
gene-CHGB,0,0,0,11,28,7,17,343,0,0,5,0
gene-SLC22A17,528,737,1026,422,787,830,1857,1612,933,1100,1969,932
gene-SLC22A16,899,945,1296,1824,1073,1064,1646,1570,1184,1867,888,947
gene-SLC22A15,131,150,292,688,296,383,600,888,115,555,98,186
gene-NXN,26,75,188,52,104,86,204,436,173,138,281,283
gene-LOC121925978,0,0,2,0,4,0,0,6,23,0,6,0
gene-LOC121925977,43,144,266,445,770,383,193,563,11,730,92,400
gene-GDA,2958,7560,4749,1474,6463,6125,13044,7761,3427,10474,2394,3067
gene-LOC121925974,0,0,0,0,3,0,0,0,0,0,0,0
gene-LOC121914301,102,45,57,18,5,15,41,0,85,123,0,18
gene-LOC121914302,206,323,247,342,318,268,616,815,414,301,151,236
gene-LOC121914306,4362,5965,8966,5529,6320,9860,6418,7798,3283,5469,7039,5387
gene-LOC121920251,0,0,9,11,45,144,0,20,4,110,40,40
gene-LOC121920253,22,12,119,18,0,15,4,64,91,14,45,21
gene-LOC121920252,40,46,44,93,45,61,66,145,11,73,53,73
gene-LOC121920256,1,2,1,13,9,2,4,5,1,14,2,10
gene-C3H4orf48,17,18,5,23,23,30,37,20,84,23,24,34
gene-GLOD5,11,0,40,2,0,0,15,2,12,0,6,20
gene-TNNC2,15,24,622,10,45,18,136,0,104,32,41,44
gene-TNNC1,0,36,0,0,0,8,12,105,0,0,11,92
gene-CRYM,156,225,242,113,160,113,236,212,87,141,330,196
gene-TRH,0,0,0,0,0,0,0,0,0,0,0,0
gene-CRYZ,518,1249,1011,428,869,821,872,1069,417,1422,643,565
gene-LOC121925023,8,0,23,0,3,25,14,14,0,18,11,11
gene-HARS1,1263,1683,1214,1940,1150,1359,1626,2266,2656,1710,1501,1504
gene-CRY1,735,1231,1207,3168,1301,1314,2743,2986,834,1265,603,1309
gene-CRY2,185,412,325,759,392,535,394,1087,396,379,331,461
gene-PDYN,0,0,0,0,0,0,0,0,0,0,0,0
gene-SCRN1,7,25,8,8,0,4,8,15,9,15,22,10
gene-SCRN2,2057,1663,1957,445,918,2552,2549,2673,1506,2800,1070,550
gene-SCRN3,77,289,295,728,171,224,323,641,264,483,246,280
gene-IFITM10,0,0,0,0,0,0,0,0,0,0,0,0
gene-ADAM19,21,30,51,51,19,26,8,111,39,16,11,21
gene-HAAO,11701,16693,12759,12444,10366,13649,14560,18983,2674,15011,4293,6048
gene-ADAM17,413,417,742,809,654,616,808,1147,865,781,857,610
gene-ANKRD27,589,894,1201,1226,976,1244,859,2024,784,1207,927,1005
gene-FCHSD1,67,130,190,167,204,145,95,464,460,124,260,275
gene-ADAM10,1264,2044,1717,4384,1002,1552,2114,7437,1579,1551,1552,1579
gene-ANKRD22,0,0,0,4,0,0,0,7,0,0,4,0
gene-ADAM12,71,56,55,307,45,135,53,222,43,41,27,79
gene-CLASP2,862,879,1218,1096,837,1051,1500,1716,1162,1161,957,980
gene-CLASP1,225,237,320,231,256,651,329,630,323,512,359,289
gene-VCPKMT,134,156,279,252,240,236,432,712,285,383,218,367
gene-REPIN1,802,859,971,230,858,1024,846,1003,997,605,459,539
gene-PCED1A,4,0,0,0,0,10,0,0,0,0,0,4
gene-LOC121919077,0,1,1,1,1,1,1,1,1,0,0,2
gene-LOC121919071,3,4,2,0,0,0,58,69,0,19,6,15
gene-LOC121919070,42,17,20,10,40,48,591,1718,8,97,0,110
gene-DENND2A,19,14,52,68,47,28,13,129,25,44,12,24
gene-DENND2C,91,165,78,153,64,37,168,132,111,50,124,117
gene-DENND2B,508,826,859,1026,823,991,754,1270,372,1133,369,980
gene-DENND2D,1210,1571,1061,704,978,1123,892,7594,2225,1163,712,1027
gene-THBD,126,758,416,1073,449,473,531,2150,116,310,268,447
gene-USO1,986,1581,1577,1658,1429,1480,2093,3173,2206,1416,1045,1266
gene-DPYSL3,89,297,145,381,155,190,184,570,106,132,461,205
gene-DPYSL2,0,6,14,17,9,25,7,0,15,18,0,0
gene-LOXL4,6,0,0,0,0,0,0,0,0,0,4,0
gene-LOXL3,3202,2443,2534,470,1280,1050,2836,1381,3912,908,2049,2372
gene-LOXL2,112,484,380,3263,131,125,106,1783,81,328,176,335
gene-DPYSL5,10,0,18,3,36,6,0,4,0,5,0,0
gene-DPYSL4,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121916218,278,73,280,102,160,172,544,790,182,353,256,55
gene-GTF2I,1579,2239,2716,2164,1880,2291,2201,4253,2905,2512,1667,2113
gene-LOC121916212,18,12,54,0,17,7,24,0,0,5,0,15
gene-LOC121916213,0,0,0,0,0,0,0,0,0,0,0,0
gene-GTF2B,334,374,468,546,467,421,738,923,409,495,696,445
gene-ARF6,1201,1650,2233,3040,1450,1537,4331,7701,2139,3018,1222,1028
gene-ARF4,3296,5329,2501,6634,2683,3340,8049,10128,4393,4067,2124,1815
gene-ARF3,911,2131,2176,1585,1548,2907,3352,3227,863,2378,1391,1825
gene-ARF1,3694,8401,5347,10417,4305,7247,9585,20416,4526,6103,5140,5501
gene-RRP36,498,613,462,585,372,616,605,858,658,569,475,510
gene-LOC121922341,12,11,0,0,0,0,0,0,12,17,0,0
gene-CEP43,161,91,168,221,97,104,190,333,128,240,108,92
gene-LOC121934429,0,0,0,0,0,0,0,0,8,0,13,0
gene-LOC121922342,723,1001,1636,14588,1807,3693,1211,10800,479,3146,2007,2268
gene-LOC121922345,26,25,18,0,18,4,21,21,39,2,0,9
gene-CEP44,64,51,40,96,11,29,45,232,32,22,113,20
gene-SCARB1,280,324,427,1416,193,510,703,894,1224,366,399,349
gene-LOC121934423,2489,1296,1664,702,1893,1892,6723,1231,4838,1984,1550,481
gene-IGSF9B,0,0,0,7,8,0,0,0,0,12,0,7
gene-LOC121934420,0,33,46,4,0,9,17,79,24,10,27,10
gene-LOC121934427,0,0,0,0,0,0,0,0,0,0,0,0
gene-NGRN,3344,1735,1135,851,2271,2232,3540,3313,5723,1718,2192,1518
gene-LOC121919567,0,0,0,0,0,0,0,0,0,0,0,0
gene-GID8,528,1218,899,2616,892,1077,1702,3542,730,967,865,1129
gene-PCYOX1L,181,246,136,206,93,98,191,343,172,150,53,84
gene-GID4,909,2053,2604,10072,2131,3893,3013,10010,1515,2573,3195,5438
gene-CRMP1,124,10,15,15,107,35,0,829,106,21,52,120
gene-FAM78A,0,5,34,40,22,12,19,19,0,4,44,0
gene-FAM78B,0,0,7,0,11,0,0,0,0,8,0,0
gene-ERO1A,378,670,1104,963,704,696,854,3292,584,941,814,813
gene-ERO1B,301,597,289,2116,348,315,721,3348,498,412,484,473
gene-EGFR,3202,11702,11337,27681,12954,9992,7689,13012,1704,13226,9182,10946
gene-TP73,0,0,4,0,4,0,9,11,0,0,8,7
gene-NIPAL4,0,0,0,0,0,0,0,0,0,0,0,0
gene-NIPAL1,0,0,0,40,0,0,0,0,0,4,0,0
gene-ETFA,4031,8484,4261,5453,5767,8866,11859,10556,3483,8846,4062,3065
gene-NIPAL3,106,262,223,159,164,440,310,796,52,265,103,260
gene-NIPAL2,0,0,2,0,0,3,0,0,4,0,0,0
gene-ERICH2,51,0,8,4,15,12,25,39,19,9,27,31
gene-ERICH3,354,123,106,42,412,46,193,459,149,374,373,164
gene-ERICH1,19,0,58,14,30,64,13,73,32,25,39,16
gene-ERICH6,4,0,4,11,5,0,5,0,0,3,0,0
gene-RBM19,253,339,725,323,459,844,664,595,449,465,681,731
gene-ERICH5,79,54,81,21,40,35,43,51,103,29,383,34
gene-RBM15,178,208,330,457,366,405,256,513,120,300,320,323
gene-RBM17,302,568,658,442,534,714,477,1162,257,562,624,603
gene-RBM10,2758,2079,2602,2569,2493,2659,4365,4192,4411,2137,2285,1754
gene-RBM11,33,121,64,48,45,102,49,99,65,96,37,125
gene-FHAD1,141,93,117,33,48,39,152,156,176,48,133,42
gene-SQSTM1,11284,13804,64050,14490,44493,58442,19492,19112,16458,55628,158392,61747
gene-ZFC3H1,1303,1529,1182,2144,1428,1489,2740,3514,2158,1449,775,750
gene-TMEM74,0,0,0,0,0,0,0,8,0,0,0,0
gene-TMEM71,46,24,0,9,20,15,26,67,22,0,0,19
gene-TMEM70,483,609,333,359,382,387,575,911,320,494,499,408
gene-TMEM72,42,40,0,24,42,9,37,79,21,6,17,18
gene-TMEM79,70,109,94,39,138,72,0,304,38,127,145,50
gene-MEPCE,697,921,3722,1299,1647,3553,1087,2168,1132,2834,3292,3672
gene-TFB2M,292,675,518,540,686,2306,1152,832,627,1012,680,440
gene-XIRP2,21,20,38,195,89,88,12,173,17,70,67,98
gene-XIRP1,90,181,346,197,173,587,325,495,128,468,158,227
gene-RTF1,4334,3464,1949,3712,2729,1774,4551,5865,7043,2232,3826,2056
gene-RTF2,2005,2905,2339,2569,2359,2363,2961,4781,2511,2120,1984,1643
gene-SLC35B4,15,48,79,164,52,26,81,572,56,119,39,19
gene-DHRS13,413,365,1087,291,617,759,653,619,541,663,2188,789
gene-DHRS12,546,691,805,815,733,774,944,1059,820,713,725,765
gene-LOC121937309,83,178,334,69,330,659,359,350,202,871,515,472
gene-LOC121937303,0,0,0,0,0,0,0,0,0,0,0,0
gene-DHRS1,5226,2916,5478,3944,3971,4852,5847,5280,4708,6610,6428,5069
gene-DHRS3,2229,3114,6269,921,5822,5183,6137,6132,5512,4666,6699,4355
gene-DHRS7,34639,40200,36039,24753,48912,35203,159841,16536,45318,86587,36029,10792
gene-DHRS9,135,375,717,84,325,573,554,334,404,273,694,927
gene-NUDT7,165,209,219,104,171,123,256,417,132,309,196,289
gene-NUDT6,13,68,86,23,60,47,88,40,22,34,71,25
gene-NUDT5,8050,13956,10157,8118,9896,9941,15567,15827,6884,13600,9039,6329
gene-NUDT4,1216,1944,1686,2656,1331,1524,3733,4384,1260,1921,2909,1763
gene-NUDT3,951,1796,1773,4667,1445,2000,2932,5181,1129,2238,1200,1369
